,Unnamed: 0,post_id,time,text,reaction_count,label
107,108,651609297003377,2023-06-04 20:20:34,"#WearOrange Weekend is a wrap! We have been overwhelmed by the incredible show of support from people in every corner of the country, and everywhere in between! You sent a clear message that people in this country want and deserve safer communities. Together, we can and will #EndGunViolence.⁠ ⁠ Join the movement: Text READY to 644-33.",374,1
108,109,651477497016557,2023-06-04 14:24:45,"Every year, hundreds of children in the US gain access to guns and shoot themselves or someone else. We #WearOrange to spread awareness about the importance of secure gun storage—storing guns unloaded, locked, and separate from ammunition.",205,1
109,110,650827830414857,2023-06-03 17:58:09,"We all should be outraged and ashamed our children are dying in this senseless and preventable way. This weekend, we #WearOrange for young people whose futures have been stolen by gun violence.",350,1
110,111,650719740425666,2023-06-03 13:22:48,HAPPENING NOW: People across the country are gathering at hundreds of #WearOrange Weekend events to honor victims and survivors of gun violence and spread awareness about this preventable crisis. ⁠ ⁠ Find an event in your area! Text ORANGE to 644-33.,323,1
111,112,650566323774341,2023-06-03 09:15:07,"It’s #WearOrange Weekend, when thousands of people across the country come together and wear orange in of honor victims and survivors and to spread awareness about our nation’s preventable gun violence crisis. It’s not too late to find an event in your area! Simply text the word ORANGE to 644-33 for a list of events!",86,1
112,113,650244937139813,2023-06-02 21:26:25,All we can say is WOW AMERICA! Today’s support for National Gun Violence Awareness Day has been nothing short of remarkable. Tens of thousands of people took to social media to #WearOrange in honor of victims and survivors of gun violence and to call attention to the gun violence crisis that is devastating our families and communities. We can’t wait to see even more support this weekend at hundreds of #WearOrange events from coast to coast. Find one in your area by texting ORANGE to 644-33!,389,1
113,114,650163893814584,2023-06-02 17:23:30,"Tens of thousands of people have taken to social media today to spread awareness about the gun violence crisis that is devastating our families and communities. It's not too late to show your support! #WearOrange, take a pic, and share it with a message about why you are wearing orange!",117,1
114,115,649863017178005,2023-06-02 10:00:01,It’s National Gun Violence Awareness Day! Here’s how you can show your support! Wear orange and share your pic on social media Tell the world why you wear orange Include the #WearOrange hashtag Text ORANGE to 644-33 to find a Wear Orange Weekend event in your area!,242,1
115,116,649488350548805,2023-06-02 08:00:02,"On January 21, 2013, Hadiya Pendleton, a high school student from the South Side of Chicago, marched in President Obama’s second inaugural parade. One week later, Hadiya was shot and killed on a playground in Chicago. Soon after Hadiya’s death, her friends commemorated her life by wearing orange. They chose orange because it’s the color hunters wear in the woods to protect themselves. In June of 2015, a broad coalition asked people nationwide to join what Hadiya’s friends started for the first annual National Gun Violence Awareness Day. Americans will wear orange again this year to call attention to our nation’s gun violence crisis and to honor victims and survivors of gun violence, including Hadiya, who would have turned 26 today. Today, we honor Hadiya and all whose lives have been taken or forever changed by gun violence. Wear orange and share your picture on social media with the #WearOrange hashtag. Then, on June 2-4, join a Wear Orange Weekend event. Text ORANGE to 644-33 to find one in your area.",210,1
116,117,649850807179226,2023-06-02 06:45:54,We're going orange for National Gun Violence Awareness Day! How are you wearing orange? Show your support by sharing your pic on social media using the #WearOrange hashtag!,117,1
117,118,649419570555683,2023-06-01 19:00:06,"Jennifer Sharp is painfully aware of the dangers of an armed abuser. Both her mother, Cindy, and her daughter, Kaila, were shot and killed by intimate partners. Jennifer is wearing orange for the 70 women per month in the US whose lives are taken in this terrifying way. Jennifer was inspired to join the gun violence prevention movement because she wanted to do something meaningful to honor the two women she loved the most. “After searching in the dark for so long, I finally found where I belong,” Jennifer said. “I attended a survivor support group which was an amazing and uplifting experience. Speaking to other members with the same experiences has helped me immensely on my healing journey.” Join Jennifer on National Gun Violence Awareness Day, June 2, and #WearOrange for all whose lives have been taken at the hands of an armed abuser.",194,1
118,119,649523067212000,2023-06-01 17:06:58,"VICTORY! Vermont Governor Phil Scott allowed a bill to become law that would prevent unauthorized access to guns by children and address Vermont's gun suicide epidemic by reducing access to lethal means by people in crisis. The bill passage comes after Gov. Scott signed two gun safety bills earlier this session that created a community safety grant program and strengthened other laws to keep guns out of the wrong hands, and prohibited paramilitary training activities aimed at furthering civil disorder. We are so thankful to our Moms Demand Action - VT volunteers and all those who advocated for this life-saving legislation! Moms Demand Action - VT June 1 at 5:00 PM · WE DID IT – thanks to the tireless efforts of Vermont Moms Demand Action volunteers and help from supporters like you, a comprehensive gun safety package has become law! Vermont volunteers work year-round to end gun violence in our communities. Get involved today by texting READY to 644-33!",677,1
119,120,649478327216474,2023-06-01 16:00:05,"National Gun Violence Awareness Day is TOMORROW, June 2! Show your support by wearing orange and sharing your pic on social media using the #WearOrange hashtag! Find other creative ways to participate here: etwn.us/42dExXD",138,1
120,121,649355793895394,2023-06-01 12:00:08,"We've made it VERY EASY to show your support for National Gun Violence Awareness Day tomorrow, June 2. Simply use this tool to make a #WearOrange profile pic and share it with a message telling your friends and followers why you are wearing orange! WEARORANGE.ORG create a wear orange image | Wear Orange",59,1
121,122,649250350572605,2023-06-01 09:00:24,"Today marks the first day of Pride month, a time to celebrate the beauty and resiliency of the LGBTQ+ community and to uplift the voices of queer people in America. Throughout this month, we will be sharing the stories of queer leaders in our movement and shining a light on the rise in anti-LGBTQ+ rhetoric and policies that are putting queer lives at further risk of violence. Hear more from Moms Demand Action Executive Director Angela Ferrell-Zabala about this critical issue, and why we must come together to disarm hate in America.",166,1
122,123,648645463966427,2023-05-31 19:00:01,"When abusers come armed, it can be deadly. On National Gun Violence Awareness Day, 6/2, we will #WearOrange for the countless women in this country whose lives have been stolen at the hands of an armed abuser. Why will you wear orange?",174,1
123,124,648637160633924,2023-05-31 12:00:01,"National Gun Violence Awareness Day is fast approaching! Are you ready to wear orange? On Friday, June 2, wear orange, take a pic, and share it on social media with a message about why you are wearing orange. Be sure to include the #WearOrange hashtag to be a part of the national conversation!",99,1
124,125,648613320636308,2023-05-31 08:18:21,"Four years ago today, 12 people were killed and four were wounded when a gunman opened fire inside a municipal building in Virginia Beach, Virginia. As we hold the victims, survivors and the entire Virginia Beach community in our hearts, we remain committed to honoring them with action.",180,1
125,126,648182494012724,2023-05-30 16:52:02,"It was yet another violent holiday weekend in America as gun violence ripped through communities and devastated more lives. At least nine people were killed and more than 40 others were wounded in shootings across Chicago. A shooting along the Hollywood Beach Boardwalk in Florida wounded nine people. Florida Gov. DeSantis, who just announced his candidacy for president, signed permitless carry into law last month—allowing anyone to carry a concealed loaded gun in public. Three people were killed and five others were wounded when a shootout erupted at the annual Red River Memorial Day Motorcycle Rally in New Mexico. On the first day the pool opened for the summer, nine juveniles were arrested for exchanging gunfire at January-Wabash Memorial Park in Missouri. Missouri is also a permitless carry state. ABCNEWS.GO.COM Police searching for 3 suspects after 9 injured in shooting at Florida beach",54,1
126,127,648026087361698,2023-05-30 10:53:30,"Arry McNeill has not only endured the trauma of having a child taken by gun violence, her pain is compounded by the fact that her son’s shooting death remains unsolved. On National Gun Violence Awareness Day, June 2, she will wear orange for her son, Antonio, and all who live with unanswered questions due to unsolved cases. “Every time I hear about a shooting, especially of a young person, I feel the pain of their parents like they are my own child,” Arry said. “The high rate of lives that families have lost breaks my heart.” Today, Arry fights with other survivors of gun violence to ensure no other parent experiences this kind of trauma. “Being a part of a network of survivors who are fighting the same fight as I am has truly been a blessing,” Arry said. “It has inspired me to join with others to help end senseless and reckless gun use and to strengthen our gun laws.” Join Arry on National Gun Violence Awareness Day, June 2, and #WearOrange for the countless parents in America who endure the senseless shooting death of a child.",160,1
127,128,647395340758106,2023-05-29 19:00:00,"Nearly half of all murders in this country go unsolved—leaving loved ones with no closure, no answers, and no justice—on top of the trauma of experiencing gun violence. ⁠ ⁠ On National Gun Violence Awareness Day, June 2, #WearOrange in honor of survivors of unsolved gun homicides, who are forced to live with the agony of unanswered questions.",82,1
128,129,647475224083451,2023-05-29 14:34:15,"Each year in America, an average of 4,500 veterans die by gun suicide. This Memorial Day and every day, we honor their memory by working to pass gun safety laws that will help prevent gun suicides among veterans and civilians alike.",162,1
129,130,647379890759651,2023-05-29 10:40:44,"HEARTBREAKING: Nine-year-old O’Mauri Jones Brown was struck by a bullet and killed during an altercation between a group of teens/young adults outside his grandmother’s home on Thursday. A 20-year-old woman was wounded in the shooting. WKYT.COM Boy, 9, fatally struck by bullet as teens fight outside home",164,1
130,131,646760474154926,2023-05-28 19:00:01,"On National Gun Violence Awareness Day, we will #WearOrange to honor those who no longer have a voice due to senseless gun violence. On June 2, wear orange, take a pic, and share it on social media with a message about why you are wearing orange. On June 2-4, gather with people in your community at a Wear Orange Weekend event. Text ORANGE to 644-33 to find one!",154,1
131,132,646723170825323,2023-05-28 11:17:16,"VICTORY! After pushback by our volunteers and other gun safety activists, Oklahoma lawmakers chose not to advance dangerous legislation that would have weakened gun laws in that state. Our Moms Demand Action - OK volunteers will be there each and every time the gun lobby attempts to dismantle life-saving gun laws, and will continue to push for stronger laws to make our communities safer. Moms Demand Action - OK May 27 at 9:00 AM · WE DID IT – thanks to the tireless efforts of Oklahoma Moms Demand Action volunteers and help from supporters like you, no bad gun bills passed during this legislative session! Oklahoma volunteers work year-round to end gun violence in our communities. Get involved today by texting READY to 644-33!",424,1
132,133,646045994226374,2023-05-27 19:00:01,"Black Americans unduly bear the burden of gun violence, largely due to systemic inequities and generations of racial discrimination. On National Gun Violence Awareness Day, June 2, we will wear orange to call attention to this crisis that disproportionately harms Black communities. Why will you #WearOrange?",157,1
133,134,645991880898452,2023-05-27 09:36:40,"Eleven-year-old Aderrien Murry was shot and wounded by Mississippi police as they were responding to his 911 call about a domestic disturbance at the child’s home last Saturday morning. Children should feel safe to call for help without it ending in gunfire. We will continue to advocate for common-sense gun safety legislation, including policies to prevent police violence. CNN.COM 11-year-old Mississippi boy who was shot by responding police officer after calling 911 is released from the hospital | CNN",116,1
134,135,645395067624800,2023-05-26 13:30:24,"In just one week, people across the country will #WearOrange to shine a light on the gun violence crisis. Join us: Wear orange on 6/2, take a pic, and share why you are wearing orange on social media. Then, text ORANGE to 644-33 to find a Wear Orange Weekend event near you!",138,1
135,136,645237880973852,2023-05-26 08:37:45,"Two years ago today, nine people were shot and killed by a co-worker at the Santa Clara Valley Transportation Authority property in San Jose, California. We remember and honor those who died that day in San Jose as we continue our work to end gun violence in America.",198,1
136,137,644904091007231,2023-05-25 18:36:30,"Brenda Mitchell is one of countless mothers in America who have been forced to endure the pain of having a child taken by gun violence. She’s #FedUp, and she’s demanding Congress take action. Join Brenda: Text FED UP to 644-33 and tell your US House representative to take action on gun safety.",71,1
137,138,644729977691309,2023-05-25 11:16:02,"Derrick Harris, 16, was shot and killed by a 15-year-old student as he was heading into Oliver Citywide Academy in Pittsburgh yesterday. Police said the gun the teen used in the shooting belonged to his mother. He has been charged as an adult with homicide. POST-GAZETTE.COM Oliver Citywide student was shot and killed by another student while walking into school, police say",91,1
138,139,644312987733008,2023-05-24 20:53:06,"Former Robb Elementary teacher Mercedes Salas says the choice was not difficult to return to teaching after enduring the trauma of the horrific mass shooting at her school. ""I felt that if I am not there, who will be there to protect the children,"" she said. ABCNEWS.GO.COM 'I have to cling on': Teacher who survived Uvalde shooting returns to teaching despite trauma endured",141,1
139,140,644102791087361,2023-05-24 12:01:29,"Noah Orona and Mayah Zamora were fourth-graders at Robb Elementary when a gunman killed 19 of their classmates and two teachers. Both Noah and Mayah were shot and wounded, and their families say neither child is the same. Read their heartbreaking stories. NYTIMES.COM Two Children, a Burst of Gunfire and the Year That Came After",105,1
140,141,643586697805637,2023-05-24 08:00:00,"On this day one year ago, 19 precious children and two beloved educators were killed in a horrific act of mass gun violence carried out by a gunman armed with an AR-style rifle at Robb Elementary School in Uvalde, Texas. Seventeen other people were wounded. We honor their legacies and the resilience of the entire Uvalde community—a predominantly Latinx community—as we fight to prevent senseless gun violence in Texas and across the United States.",341,1
141,142,643609391136701,2023-05-23 19:00:00,"Every year during the first weekend in June, people come together at events from coast to coast to honor victims and survivors of gun violence and to spread awareness about this preventable crisis. Add a Wear Orange Weekend event to your calendar: Text ORANGE to 644-33 to find one in your area on June 2-4.",78,1
142,143,643533087810998,2023-05-23 16:29:22,"""We need to speak up, for our daughter, for our family, for children in the future, maybe this will make a change. Nineteen children died. They were massacred. By an 18-year old boy. There's something wrong there."" - Christina Zamora, whose daughter, Mayah, was shot and wounded with an AR-15-style Daniel Defense rifle at Robb Elementary in Uvalde, Texas. NPR.ORG A year after Uvalde, lawsuits will test firearms industry's immunity protections",108,1
143,144,643492294481744,2023-05-23 12:07:16,"On June 2, National Gun Violence Awareness Day, people across the country will come together and wear orange in honor of victims and survivors of gun violence and to spread awareness about this crisis that takes 120 lives and wounds more than 200 every day. Join us: Wear orange on June 2 and share your pic on your social media accounts with #WearOrange hashtag. Then, join a Wear Orange event in your state on June 2-4. Text ORANGE to 644-33 to find one!",92,1
144,145,643385577825749,2023-05-23 09:23:06,"On this day nine years ago, six UC Santa Barbara students were killed and 14 others were wounded in a shooting and stabbing attack in Isla Vista, California. We hold the victims and survivors in our hearts as we continue our work to protect our communities from gun violence.",185,1
145,146,642979047866402,2023-05-22 17:28:19,"VICTORY! Michigan logged yet another win for gun safety today as Governor Gretchen Whitmer signed a life-saving Extreme Risk bill into law! Extreme Risk laws empower loved ones or law enforcement to intervene and temporarily prevent someone in crisis from accessing firearms. This victory comes just weeks after Gov. Whitmer signed two other critical gun safety bills into law requiring secure gun storage of guns in homes where children are present and background checks for all unlicensed gun sales in the state. We are so proud of our Moms Demand Action - MI volunteers, who have not only been relentless advocates for gun safety laws in their state, many have taken their advocacy to the next level by running for elected office. These victories would not have been possible without their efforts.",614,1
146,147,642856701211970,2023-05-22 12:30:23,"Three people were killed and two people were wounded in a mass shooting at a Kansas City nightclub early Sunday. Police are searching for suspects. Yet another weekend in America marred by gun violence. NEWS.YAHOO.COM Three dead, two injured after shooting at Klymax Lounge nightclub in Kansas City",61,1
147,148,642115987952708,2023-05-21 19:00:03,"""Having been personally impacted by gun violence twice, I have been participating in regional and national Moms Demand Action events since its inception. I started painting portraits of children lost to gun violence and founded the art social justice project, Faces Not Forgotten (www.facesnotforgotten.org). Gun violence wasn’t as prominent an issue at that time, and many people weren’t aware that at least 8 children under the age of 21 are killed by gun violence DAILY–the majority of whom are black. Today, we have completed over 300 portraits of children killed by gun violence to give comfort to their grieving families and to exhibit the Faces Not Forgotten Quilts to raise awareness of this…",105,1
148,149,642111171286523,2023-05-21 11:24:53,Don’t miss your chance to get #WearOrange gear in time for National Gun Violence Awareness Day on June 2! Order by 5/24 and receive 20% off our Wear Orange accessories. Use the code WO23 at checkout: bit.ly/WO23Merch_FB,69,1
149,150,641342098030097,2023-05-20 19:00:02,"The assault weapons ban worked before, it can work again! Text FED UP to 644-33 to tell your US House rep to reinstate the bipartisan assault weapons ban and save lives.",575,1
150,151,641328074698166,2023-05-20 14:00:02,"Colorado has become a leader on gun safety policy due to the relentless advocacy by our volunteers, students, and other gun safety activists. Take a moment this weekend to learn more about how it started, and how it’s going in Colorado! EVERYTOWN.ORG How We Won in Colorado: A Decade of Rewriting the Narrative",172,1
151,152,641310951366545,2023-05-20 11:49:33,"“While the tragic headlines may seem endless, what needs to be a part of the conversation right now is that our gun violence crisis is not inevitable. We don’t have to live like this, and there is a powerful, growing movement of mothers and others that is working to end gun violence in America.” - Moms Demand Action Executive Director Angela Ferrell-Zabala 19THNEWS.ORG ‘Real change starts at home’: How the new Moms Demand Action leader is working to keep gun safety top of mind for Americans",116,1
152,153,640709531426687,2023-05-19 17:38:21,Sinzae Reed was just 13 and should be alive today. Ohio's shoot first law gives gun extremists a license to kill. DISPATCH.COM Grand jury declines murder charge for Krieg Butler in shooting death of 13-year-old Sinzae Reed,103,1
153,154,640637181433922,2023-05-19 14:54:39,"VICTORY! Last year, four of our volunteers were elected to the Minnesota Senate, flipping the chamber to a gun sense majority and paving the way for critical gun safety legislation to pass. Today, Governor Tim Walz signed a historic gun safety package into law! This legislation closes a dangerous gap in Minnesota's background check law, creates an Extreme Risk law to limit firearm access by individuals in crisis, expands access to community violence intervention funding, and restricts the use of no knock search warrants. “Minnesota Moms Demand Action volunteers are a political powerhouse: from late nights at hearings and testifying and sending thousands of lawmaker contacts, to electing our own volunteers who made this victory possible,” said our founder Shannon Watts. Moms Demand Action - MN May 19 at 2:32 PM · WE DID IT – thanks to the tireless efforts of Minnesota Moms Demand Action volunteers and help from supporters like you, a historic gun safety package was passed this session! Minnesota volunteers work year-round to end gun violence in our communities. Get involved today by texting READY to 644-33!",410,1
154,155,640500958114211,2023-05-19 10:18:30,"In just two weeks, people across the country will unite to spread awareness about the gun violence crisis that steals 120 lives and wounds hundreds more every day. On June 2, wear orange and share a pic on social media with the #WearOrange hashtag! Then, text ORANGE to 644-33 to join an event in your area on June 2-4.",222,1
155,156,639994281498212,2023-05-18 15:59:21,"VICTORY! Following advocacy by our volunteers, Missouri lawmakers blocked all dangerous gun-lobby-priority legislation, including a bill to force guns into sensitive places, like places of worship and public transit. Our volunteers testified and attended hearings against these dangerous bills that would have furthered the gun lobby’s ‘guns everywhere’ agenda. They will continue to call on lawmakers to prioritize public safety by passing common-sense gun safety laws. Moms Demand Action - MO May 18 at 12:33 PM · WE DID IT – thanks to the tireless efforts of Missouri Moms Demand Action volunteers and help from supporters like you, no bad gun bills were passed this session! Missouri volunteers work year-round to end gun violence in our communities. Get involved today by texting READY to 644-33!",340,1
156,157,639739258190381,2023-05-18 08:14:29,"On this day five years ago, ten people were killed and 13 were wounded when a gunman entered Santa Fe High School in Santa Fe, Texas, and opened fire. We hold those devastated by this senseless tragedy in our hearts and pledge to act in their honor.",202,1
157,158,639384398225867,2023-05-17 17:38:35,"NEW: Everytown for Gun Safety has released a first-of-its-kind report, which outlines the varying and enduring forms of trauma from gun violence on survivors. A key finding: After an incident of gun violence, one in three survivors live in fear and feel unsafe. ABCNEWS.GO.COM 1 in 3 gun violence survivors says they live in fear, feel unsafe, new study says",74,1
158,159,639280261569614,2023-05-17 12:55:12,"HEARTBREAKING: On Mother's Day, 9-year-old Maaliyah Williamson died after her 7-year-old brother found a gun in a vehicle’s glove box and discharged it, a bullet striking Maaliyah. The man in possession of the gun is facing multiple charges. NEWSWEEK.COM Boy, 7, ""traumatized"" after accidentally shooting 9-year-old sister dead",125,1
159,160,639077184923255,2023-05-17 09:13:06,"VICTORY! Following passionate opposition by our volunteers and other gun safety activists, Governor Katie Hobbs vetoed legislation that would have forced public colleges and universities to allow hidden, loaded guns on campus.⁠ ⁠ Guns are the number one cause of death for college-aged people in the U.S. We are so proud of our volunteers for standing up against this dangerous measure and thank Gov. Hobbs for taking action to ensure it did not become law. Moms Demand Action - AZ May 17 at 9:08 AM · WE DID IT – thanks to the tireless efforts of Arizona Moms Demand Action volunteers and help from supporters like you, Governor Hobbs vetoed a dangerous guns on campus bill! Arizona volunteers work year-round to end gun violence in our communities. Get involved today by texting READY to 644-33!",717,1
160,161,638613361636304,2023-05-16 15:00:04,"VICTORY! Following countless hours of testimony and advocacy by our Moms Demand Action - MD volunteers, Governor Wes Moore signed legislation into law to strengthen secure firearm storage requirements, keep guns out of sensitive places, and address dangers created by the Supreme Court’s Bruen decision. Since the chapter’s founding ten years ago, they have helped ensure the passage of landmark legislation in Maryland including the Firearm Safety Act, the Protect Maryland Survivors Act, and last session, after four years of advocacy, the Ghost Guns Prohibition bill. Our volunteers look forward to continuing to be on the front lines of gun safety advocacy, working with lawmakers to hold bad actors in the firearms industry accountable, and build on their important work to address police violence by ending qualified immunity. Moms Demand Action - MD May 16 at 2:53 PM · WE DID IT – thanks to the tireless efforts of Maryland Moms Demand Action volunteers and help from supporters like you, three critical gun safety bills were passed this session! Maryland volunteers work year-round to end gun violence in our communities. Get involved today by texting READY to 644-33!",454,1
161,162,638381471659493,2023-05-16 08:13:45,"A 12-year-old boy armed with an AR-15 rifle repeatedly shot an employee of Sonic Drive-In on Saturday in Keene, Texas, killing him. The victim was identified as 32-year-old Matt Davis, a father of a 10-year-old boy. FOX4NEWS.COM Keene Sonic worker killed by 12-year-old with AR-15 rifle, police say",310,1
162,163,637997075031266,2023-05-15 17:24:05,"At least three people were killed and multiple others were wounded in a mass shooting in Farmington, New Mexico today. The painful cycle of gun violence continues to devastate communities from coast to coast. APNEWS.COM At least 3 dead, more wounded in New Mexico shooting, police say",102,1
163,164,637894411708199,2023-05-15 13:17:07,"ICYMI: Our volunteers turned out in force at more than 200 events in 48 states and Washington, D.C. over the Mothers Day weekend, calling on Congress to reinstate the bipartisan assault weapons ban. There have already over 220 mass shootings this year in addition to the pervasive, everyday acts of gun violence, like homicides, suicides, domestic violence incidents and unintentional shootings, that never make headlines. Most of the deadliest mass shootings in America involved the use of an assault weapon. Research shows that mass shooting fatalities were 70 percent less likely to occur when the federal prohibition on assault weapons and high-capacity magazines was in effect. CBSNEWS.COM Nationwide Moms Demand Action protests call for gun law changes",184,1
164,165,637249861772654,2023-05-14 13:21:03,"Yesterday, our volunteers came together with people across the nation to demand Congress give us what we really want for Mothers Day: an assault weapons ban. Our deepest gratitude to all who joined us in-person, and to those who called their US House rep to demand action. Missed it? You can still help by telling your US House Rep you’re fed up with inaction. Text FED UP to 644-33 to be connected!",534,1
165,166,635671651930475,2023-05-14 10:00:01,"To every mother, and those who take on the role of a mom, thank you for all you do to keep our children safe! Happy Mother’s Day from Moms Demand Action!",1300,1
166,167,635662318598075,2023-05-14 08:00:03,"One year ago today, a gunman carried out a hate-fueled act of mass gun violence targeted at the Black community at Tops Friendly Market in Buffalo, New York. Ten people were killed and three others were wounded. Today and every day, we hold those who died in Buffalo in our hearts as we continue our work to disarm hate in their honor.",559,1
167,168,635688701928770,2023-05-13 19:00:53,Shannon is right: The time is NOW for Congress to reinstate the assault weapons ban and save lives. Text FED UP to 644-33 to be connected to your US House rep and tell them to take action on this critical legislation.,399,1
168,169,636527091844931,2023-05-13 12:59:52,"NOW: Ahead of Mothers Day, thousands of people have joined moms at events across the country to demand Congress reinstate the assault weapons ban. We’re #FedUp with these weapons of war taking our children’s lives. Text FED UP to 644-33 to tell your House rep to take action.",653,1
169,170,635743998589907,2023-05-13 09:00:01,"As we speak, thousands of people are coming together with moms nationwide for a Mother’s Day of Action. We will be demanding Congress give us what we really want for Mother's Day: A reinstatement of the assault weapons ban. If you can’t join us today, you can help by reaching out to your US House rep directly and telling them to take action on assault weapons. Simply text FED UP to 644-33 and we’ll connect you.",350,1
170,171,635922208572086,2023-05-12 19:00:00,"We're fed up, and we're NOT going to let the gun lobby win. Banning assault weapons worked before. It can work again now. We're rallying in communities across the country TOMORROW, Saturday, May 13 to demand Congress reinstate the bipartisan assault weapons ban immediately. Text RALLY to 644-33 to find a Mother's Day of Action event in your area.",1300,1
171,172,635729421924698,2023-05-12 09:48:01,"Tomorrow, May 13, we’re coming together at events across the nation to demand Congress take action to get assault weapons out of our communities and off our streets. It’s not too late to join us: Text RALLY to 644-33 to RSVP for a Mother’s Day of Action in your area.",868,1
172,173,635290788635228,2023-05-11 16:19:59,"For countless mothers in America, Mother’s Day is a painful reminder of children who have been stolen from them by gun violence. ⁠ ⁠ This weekend, let’s honor them by demanding Congress take action on gun safety. Text RALLY to 644-33 to join a Mother’s Day of Action.",1500,1
173,174,635106801986960,2023-05-11 10:17:39,"Mother’s Day has never been the same for Brenda Mitchell since her beloved son, Kenneth, was shot and killed. “This Mother’s Day I don’t want prayers. I don’t want sentiments. I don’t want cards, and I don’t want flowers. I want action,” Brenda said. MOMSDEMANDACTION.ORG This Mother’s Day: Move with Action",324,1
174,175,634700928694214,2023-05-10 18:53:48,“Our children’s lives matter more than your assault rifle. And we’ll continue to do what it takes to get these weapons of war out of our communities.” - Moms Demand Action founder Shannon Watts Join us for a Mother’s Day of Action on 5/13. Text RALLY to 644-33. THESTORYEXCHANGE.ORG Gun Safety Advocates Plan 'Mother’s Day of Action',646,1
175,176,634539608710346,2023-05-10 12:05:04,"VICTORY! Our Iowa volunteers testified and attended multiple hearings against dangerous bills that would have furthered the gun lobby’s ‘guns everywhere’ agenda. The session ended with no bad gun bills passing! Amazing job, Moms Demand Action - IA! Moms Demand Action - IA May 10 at 12:00 PM · WE DID IT – thanks to the tireless efforts of Iowa Moms Demand Action volunteers and help from supporters like you, no bad gun bills were passed this legislative session! Iowa volunteers work year-round to end gun violence in our communities. Get involved today by texting READY to 644-33!",814,1
176,177,634388035392170,2023-05-10 08:36:45,"During the ten years the assault weapons ban was in effect, mass-shooting fatalities were 70 percent less likely to occur. Our Executive Director Angela Ferrell-Zabala calls on mothers nationwide to come together this Saturday, May 13, and demand Congress reinstate the ban! POPSUGAR.COM We Can Buy Our Own Flowers. This Mother's Day, Give Moms Action on Assault Weapons.",706,1
177,178,634033668760940,2023-05-09 18:14:25,"Join our executive director, Angela Ferrell-Zabala, and mothers from all across the country, in demanding Congress give us what we really want for Mother's Day: a reinstatement of the bipartisan assault weapons ban! Text RALLY to 644-33 to find a Mother's Day of Action event on May 13 in your area.",191,1
178,179,633802735450700,2023-05-09 09:58:47,"Daniela Mendoza, 11, and her sister, Sofia Mendoza, 8, were both shot and killed while shopping with their mother, Ilda, at Allen Premium Outlets on Saturday. Ilda was critically wounded in the shooting. “The girls have left a void that nothing in the world could ever fill,” wrote their aunt.⁠ ⁠ Three members of a Korean American family—Cindy Cho, 35, her husband, Kyu Song Cho, 37, and their 3-year-old son, James Cho—were shot and killed while returning a gift for their 6-year-old son, who was wounded in the shooting. He will now face a future without his family.⁠ ⁠ Christian LaCour, 20, was a security guard at the mall who was well-liked by store employees. One co-worker said Christian… More",2800,1
179,180,633271258837181,2023-05-08 14:40:21,"IT’S WORKING: In the wake of yet another mass shooting in Texas, our volunteers converged on the Texas State Capitol today, demanding lawmakers take swift action on HB 2744, a bill that would raise the age to purchase and possess firearms from 18 to 21! Just hours later, the bill advanced out of committee. Before today, committee members had failed to hold a vote on HB 2744. Moms Demand Action volunteers, Students Demand Action volunteers, and other gun safety advocates were in the Capitol Rotunda since early this morning, demanding a vote. Their advocacy paid off! Today’s vote is a crucial step in the right direction, but we won't give up. We will keep holding lawmakers in Texas—and across the nation—accountable until life-saving measures like HB 2744 become law. #Txlege",924,1
180,182,633152065515767,2023-05-08 10:58:37,"As details develop about the horrific mass shooting in Allen, Texas, remember and honor the victims and survivors. Give the shooter no notoriety. CNN.COM Here's what we know about the victims of the Texas outlet mall shooting | CNN",122,1
181,183,632483515582622,2023-05-07 12:18:15,"It has been another deadly weekend in America. At least eight people were shot and killed and seven others were wounded at an outlet mall in Allen, Texas. Gun violence is tearing apart families and devastating entire communities, but it doesn't have to be this way. The U.S. House MUST prioritize gun safety—our lives depend on it. Call your U.S. House rep and demand they reinstate the bipartisan Assault Weapons Ban: Text FED UP to 644-33 to be connected.",555,1
182,184,632394432258197,2023-05-07 10:24:05,"A shooter opened fire at an outlet mall in Allen, Texas last night, killing eight people and wounding seven others. We shouldn’t have to fear for our lives while shopping with our families and friends. Our hearts go out to the victims’ loved ones, the survivors, and all those impacted by yet and another horrific act of mass gun violence in America. APNEWS.COM Police: 8 killed in Texas mall shooting, gunman also dead",194,1
183,185,631666238997683,2023-05-06 09:00:02,"Saleemah Graham-Fleming’s beloved daughter, Sanaa, was killed in a cruel act of gun violence by people she thought were friends. This unconscionable act is something no mother should have to process or live with but, in America, it’s an all-too-common experience. This Bereaved Mothers Day, honor Saleemah by reading and sharing her story: momentsthatsurvive.org/tribute/saleemah-graham-fleming",501,1
184,186,631654892332151,2023-05-06 09:00:01,"Mothers nationwide are fed up with wondering whether our children will make it home alive. For Mothers Day, give a mom in your life what she really wants: action on gun safety. Join us on 5/13 for a Mother’s Day of Action where we will demand lawmakers reinstate the bipartisan assault weapons ban. RSVP by texting RALLY to 644-33.",2100,1
